Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Ukraine,UKR,2012,55.8,26.14468502,51.4,26.10125481,3161.0,44940268.0,572676.649292,345772.309671,6601.90557435,9531.11323057,280316.731244,33798.6420794,37751.4001041,2136310.17008,7049220.296139999,390372.97679600003,638842.134081,270059.857731,823151.407321,1591202.76681,560987.905203,1233607.32778,1227903.31762,444444.817545,8411.46391059,128.14491515,450143.053378,190894.96603699998,1206723.78027,59.6
Ukraine,UKR,2013,56.6,26.21388486,51.5,26.11862981,3138.0,44696741.0,526886.142747,344300.97342,6583.79802956,9735.56193814,268864.027495,34391.4385218,37389.322288699994,2132175.27539,7040679.403419999,390978.51175999996,637331.888917,269291.680606,824421.389085,1588430.33944,560387.807376,1236443.9351899999,1220689.83226,431337.584499,948.7181948589999,2416.68190178,448087.685662,191255.439958,1199893.42286,60.1
United Arab Emirates,ARE,2010,67.1,27.38515618,72.1,28.8733554,3161.0,7511690.0,6701.89784972,47339.3715006,1208.36897241,1372.78335282,43602.923878300004,37506.7735915,14817.308191600001,81715.9352969,216931.847779,63674.3405239,10905.194348899999,15192.2913486,108017.960651,221442.520291,129662.209323,161771.650453,179009.778953,194392.468256,0.0,0.0,21370.43915,9237.87893505,124063.46955899999,55.8
United Arab Emirates,ARE,2011,67.2,27.37890726,72.1,28.86701619,3210.0,7890924.0,7159.23185651,49934.655672199995,1240.21477622,1388.29836819,44940.9138857,38235.2798188,15450.2640028,89699.9446346,241358.08512399998,69018.9972531,12111.9293376,16221.925167,113651.67381600001,231814.31439299998,140678.376394,172756.15147,187687.968854,207101.702276,0.0,0.0,22517.260354,9749.19404879,134585.17478499998,57.1
United Arab Emirates,ARE,2012,67.3,27.3792005,72.2,28.86927877,3230.0,8105873.0,7500.0508091,51527.933904699996,1275.19262326,1418.97906832,44961.25687709999,38414.3110938,15778.9547791,96152.5519766,261654.365231,72892.3531452,13144.0085727,17115.6013124,117072.836167,237221.249281,149875.157458,180463.200728,192488.74856500002,213206.009673,0.0,0.0,23039.3595908,9935.16639412,138003.02426099998,58.6
United Arab Emirates,ARE,2013,67.5,27.38807238,72.3,28.877800899999997,3280.0,8207940.0,7819.078193699999,52126.6739919,1302.89922413,1430.54593941,44202.675824800004,38186.4946612,15887.0227419,101422.00086,278110.342652,75552.1306638,13993.026880000001,17766.766673,118814.65301300002,239180.646952,156982.30293,185716.365355,194170.944496,215550.533503,0.0,0.0,23171.4901431,9965.67336312,138887.351226,60.5
United Kingdom,GBR,2010,65.6,27.18405023,56.5,26.82929153,3404.0,62035570.0,27578.787771900003,504339.719546,783.175101844,7827.95463293,254297.26696100002,59443.4849359,28436.769364,2927865.17884,2706149.99213,868729.9424379999,274042.348787,335030.792799,1393822.4324,1684528.04097,717114.405037,1875252.5063,1716626.31425,241220.1535,119.510718055,1065.60688363,239319.803351,39850.272030800006,630785.4988020001,63.6
United Kingdom,GBR,2011,66.1,27.23057013,57.0,26.877910800000002,3417.0,62417431.0,25783.4307438,507456.82444799994,801.5605911439999,7449.10258999,252346.498145,60552.341315499994,27813.7843213,2943674.65583,2661247.11659,874273.980733,273923.403613,334189.564979,1408987.07271,1696020.51113,713328.434146,1897707.84398,1727590.48257,233248.168596,115.628805156,1106.87576151,238663.863219,39399.0151505,636453.907702,64.2
United Kingdom,GBR,2012,66.6,27.27452056,57.5,26.92282352,3403.0,62798099.0,25630.2365227,514143.16330699995,787.7209296939999,7365.52249496,244696.701416,61824.69273049999,27222.6464422,2972735.64525,2653838.80058,885670.5578200001,272415.148748,335673.86201700004,1425604.3466299998,1705783.55805,716169.098691,1920154.48275,1738930.3008299998,227407.73520700002,115.961190628,1059.58892265,237095.48504099998,38866.997141800006,640022.637888,64.8
United Kingdom,GBR,2013,67.2,27.3186382,58.0,26.967304100000003,3424.0,63177406.0,25851.065316,520561.10148,774.0094517680001,7181.90704253,237123.96489200002,63176.656690100004,27147.823541799997,3004133.84494,2654128.9900599997,894959.3301540001,274365.624833,337487.28043600003,1439930.52761,1717582.46495,719380.8571060001,1942751.34422,1748636.27909,218517.216195,527.313692991,711.9091391569999,238156.86265500003,38583.7921558,650139.911205,65.4
United States,USA,2010,71.0,28.64284524,61.0,28.38545119,3650.0,310383948.0,509066.349867,1923775.31635,9842.38404269,69656.9507823,1472438.83325,199539.343626,181596.150906,12241250.761,13450106.5541,4223106.3694400005,1537297.64739,1140667.2402700002,5644382.8803900005,11387200.5496,6575653.04619,8431833.25097,7530230.6074399995,2683827.21938,11701.1703819,33369.6581643,1784650.97421,1145274.4702,3206824.26365,66.9
United States,USA,2011,71.4,28.71530958,61.5,28.46341233,3649.0,313085380.0,475112.862985,1943869.10585,10055.906534799999,69169.142265,1462059.66269,196185.83766,181042.905733,12387820.3059,13552962.7248,4292612.08556,1573663.27365,1150200.39913,5729935.881580001,11537014.0048,6640721.8090699995,8531955.90494,7594121.25467,2666750.76957,34681.8274464,28753.341395599997,1810743.80609,1140132.35148,3270101.12482,67.5
United States,USA,2012,71.9,28.78875927,62.0,28.54057633,3687.0,315791284.0,454454.533125,1966180.2202400002,10618.4537182,71130.6176138,1458645.2697100001,194795.430274,181089.041803,12573448.8114,13710161.4119,4368921.07535,1609265.57885,1162052.5068299999,5821994.19052,11662214.3585,6729897.96363,8633294.55346,7675263.254489999,2662232.03444,14862.8899129,19984.1386017,1836448.05817,1138989.5867700002,3321016.8671,68.0
United States,USA,2013,72.3,28.86175228,62.4,28.61688055,3682.0,318497630.0,440946.80361899995,1995264.57858,10780.2908811,74407.81001310001,1459093.9529799998,195113.147959,182920.49008599998,12792401.7342,13947894.3393,4460772.95247,1644122.68885,1178699.84327,5910438.65784,11779741.0157,6839153.281830001,8729822.52467,7756198.249410001,2579746.06604,14196.392431799999,11214.691342799999,1858715.24974,1123469.8673,3478128.84413,68.6
Uruguay,URY,2010,59.8,26.38092986,58.2,26.66778437,2984.0,3368786.0,10326.0585234,32330.9634111,674.60279581,861.807210675,19412.8198955,7666.57292177,1507.11690518,173249.700374,162161.501479,41937.1778773,11603.306413200002,16424.9487538,56134.18059219999,77390.3591869,54333.741255999994,90160.7136375,92788.2055512,31240.9399763,7.035466184239999,0.0,24472.765026099998,9718.68563135,45615.3694994,61.2
Uruguay,URY,2011,60.6,26.49238965,58.8,26.74874603,3012.0,3380008.0,10294.558219499999,32411.1439527,532.1673574619999,897.293536832,19968.0622681,7541.72637996,1534.11493771,173843.850341,161008.55276400002,41880.9642601,11701.7135904,16502.556003100002,56723.171387099996,78008.0519758,54997.8191457,90736.5956695,93411.50333400001,31923.807522099996,7.681606188889999,0.0,24842.4134449,10057.361284999999,47048.864897,61.8
Uruguay,URY,2012,61.4,26.60126821,59.4,26.83080478,3016.0,3391428.0,10065.779363299998,32355.8277815,571.078966027,895.356407347,20024.6518445,7448.19429329,1581.65065236,174433.554634,158989.434707,41915.7056725,11721.8887446,16669.156072499998,57403.3158655,78412.926023,56019.0770329,91454.9940409,94105.1173088,32702.0457177,7.798433593039999,0.0,25414.132562,10438.192233700001,47560.817504800005,62.3
Uruguay,URY,2013,62.1,26.70919435,60.1,26.91125466,3050.0,3403117.0,9236.55254467,31739.742755199997,624.744387436,937.0723486160001,19254.719001700003,7309.69289547,1579.99490359,174598.043127,155839.392986,41588.5078627,11496.083365999999,16695.9898083,57813.699858399996,78970.4971047,56582.23594219999,92162.4232254,93917.5254653,32607.3306114,6.58598524336,0.0,25440.402472,10618.382464,47864.071875,62.9
Uzbekistan,UZB,2010,43.5,25.31318658,47.2,25.82681966,2648.0,27444702.0,159939.537931,1139091.92675,11963.5997351,14293.9893019,645803.715177,257148.69618899998,51773.190631800004,503784.46989799995,2134584.6162400004,164084.702755,361784.158289,91299.5867708,415022.090579,492869.31498,500096.016787,394951.298038,648862.501077,266395.31559099996,0.0,184.73518175,166733.59326300002,62090.1187084,512728.355462,40.7
Uzbekistan,UZB,2011,44.3,25.4241902,48.1,25.96100756,2694.0,27760267.0,152082.063726,1094307.6644,11616.0728357,13620.182807199999,632216.1615350001,257234.62693000003,50324.6973616,511098.790746,2161203.15,162163.17418499998,367758.219814,91110.921247,422467.39361100004,499381.552904,509687.040828,403494.99815,652972.568336,275736.42082,0.0,196.837335335,173012.372545,62253.7565419,515750.17413999996,41.4
Uzbekistan,UZB,2012,45.1,25.53542564,49.0,26.09535306,2730.0,28077486.0,145631.361328,1049360.27534,11555.480746899999,12487.2473876,619356.819074,258218.11278000002,49514.226253199995,521562.28208999994,2197377.31549,162920.953857,375706.463131,91265.2832645,431824.019146,505454.33999099996,520164.03882799996,413946.052919,662012.994951,275780.369562,0.0,201.03326716,177522.785106,62972.70256980001,519243.07834300003,42.2
Uzbekistan,UZB,2013,46.0,25.64746141,49.8,26.22952958,2760.0,28398155.0,142459.02421,1006704.7789299999,11466.0196714,12909.9502677,607679.846734,259928.18352199998,48487.1996982,530909.488189,2220609.18187,166600.34166900002,380708.30412800005,92145.13888639999,439551.94323000003,512508.27146899997,526587.7594979999,424766.856149,670620.99436,280466.158,0.0,170.415471994,180452.390368,63726.5494222,520394.438354,43.0
Vanuatu,VUT,2010,45.2,25.30810998,58.5,26.47361684,2856.0,239651.0,1513.9076932,13173.128867899999,1274.57938884,727.3072310639999,9442.38044783,3240.00748196,1831.21709618,5012.31745443,21508.9722035,5254.05490848,1274.7880573,1589.70004446,2188.99688693,3744.48377971,8253.69409834,3363.52745606,8262.48661202,2782.78154161,30.795683995100003,0.0,2005.77608341,291.84765569,5133.80013185,49.1
Vanuatu,VUT,2011,45.7,25.31057125,59.1,26.53905606,2841.0,245619.0,1516.27511918,13147.7206006,1194.59476104,710.960366077,9296.70699695,3226.05387682,1836.07821461,5148.00291639,21981.9871521,5357.092299399999,1300.27053671,1602.32983852,2243.98912109,3830.93465992,8498.58978781,3450.42491032,8304.13027888,2812.89903023,32.7467198831,0.0,2030.73240497,297.77652483099996,5157.30858268,49.9
Vanuatu,VUT,2012,46.2,25.30974049,59.8,26.60424432,2818.0,251674.0,1533.14937877,13499.982093999999,1151.31254252,708.9571708110001,9140.67609797,3196.5966436,1814.49035958,5294.59889049,22525.675919499998,5471.34576382,1328.47159806,1615.73565176,2306.41967005,3934.55737483,8770.41472918,3559.67001286,8313.0961678,2832.65187354,33.8487712047,0.0,2064.20771159,303.020327658,5127.28694795,50.8
Vanuatu,VUT,2013,46.7,25.30757874,60.4,26.66816403,2836.0,257812.0,1545.51406058,13420.3820699,1128.61836059,709.163110135,9031.885223000001,3215.92217467,1813.21256129,5486.56406503,23213.8986621,5631.37057621,1368.58408013,1645.32115328,2377.68522058,4042.07502874,9106.47602851,3678.66391705,8448.05281363,2901.97117035,30.6944351875,0.0,2102.91773656,310.15011653700003,5189.84722379,51.7
Venezuela,VEN,2010,59.4,26.97606693,62.3,26.84338523,2805.0,28979857.0,119260.355121,362002.34082800004,76749.17749339998,27492.4924003,436331.53551099997,57855.1116816,24163.7201917,612186.600904,824098.272112,155659.234658,92696.1060405,89920.3866637,383183.042475,515760.241668,519331.03308,396829.957301,754555.576618,442289.274106,4409.31025425,88.18748692209999,137974.51252000002,671603.215787,330517.033766,59.3
Venezuela,VEN,2011,60.1,27.05385421,62.6,26.89676598,2803.0,29436891.0,132496.854533,365733.134204,74955.1676994,27574.6057962,442375.60426800005,56272.6654044,23959.586744599997,633928.033789,847134.4781109999,160030.767883,95852.0355118,91746.67448130001,391310.740121,525926.159785,537763.123487,406189.431952,768833.947352,447177.544668,3061.33492026,98.6547167549,140557.074195,683662.967046,343069.214458,59.9
Venezuela,VEN,2012,60.9,27.13401868,63.0,26.95336659,2691.0,29890694.0,132066.237503,370105.335637,74979.63537280001,27228.978321099996,440488.104238,54634.6100199,24282.9875259,660115.651029,881992.8666,165163.565176,101814.575789,94054.8416015,399495.54734499997,535635.909552,562703.543584,417033.331644,784025.862595,467617.044803,3117.26017935,100.685333095,146675.335723,707013.443576,350791.016436,60.4
Venezuela,VEN,2013,61.6,27.21016129,63.4,27.00682134,2631.0,30340637.0,128248.573905,369429.389868,76431.6530226,27024.323658700003,434270.90673100005,53763.324551900005,24947.7590729,674656.880765,891106.813943,168177.854956,103776.653378,95571.794286,407351.435405,544878.644173,579994.265047,427511.73341,793683.549225,464597.260658,2607.61608402,84.598447447,145147.24106600002,709117.09142,350342.784075,61.0
Vietnam,VNM,2010,12.7,20.85087021,18.0,20.88628791,2678.0,87848445.0,962244.7453,1327578.20753,367748.362581,25597.1179095,958488.2605379999,211954.698666,109512.814653,2708649.0942,3726716.8483300004,951305.4641450001,540132.5612390001,272907.08421999996,1250721.3639,1606939.17989,1374564.3930600001,1496572.00375,2431826.56728,1323098.30145,13632.723241799999,746.8388965139999,322254.82363400003,140461.736742,1382927.917,14.0
Vietnam,VNM,2011,13.4,20.93327593,18.7,20.95205303,2716.0,88791996.0,923296.823328,1293922.73154,339624.781084,22434.142795099997,923778.9145969999,209143.06374100002,106682.8427,2769459.01308,3744070.96269,964122.1929889999,551493.751242,271604.947294,1268388.2551799999,1631648.21583,1396989.70908,1527174.86682,2426230.94093,1332578.68785,9700.22969318,868.552944171,323188.03109899996,143636.12324000002,1403157.87949,14.7
Vietnam,VNM,2012,14.2,21.01167893,19.3,21.01419112,2713.0,89730274.0,893462.73069,1260636.10543,315357.891016,21825.1777648,881590.403705,207264.357989,104741.132561,2834686.9254099997,3767761.6981699998,977953.711891,561155.5862199999,271549.709318,1289001.50172,1654552.20174,1424848.7227100001,1562191.05463,2422612.4953,1325260.3954200002,2767.89636317,904.00114443,323598.128783,144825.999543,1399521.56794,15.3
Vietnam,VNM,2013,15.0,21.08743355,20.0,21.07354329,2745.0,90656550.0,868519.40942,1227131.88021,296686.495364,21081.0792349,839113.741317,205700.227652,102540.124037,2906361.75032,3801140.5720599997,993876.432018,571736.534286,272308.798372,1307157.50027,1678593.42074,1457593.27386,1596713.83023,2419650.88158,1322983.9686,12366.2890078,666.336784143,324208.194143,144402.00238599998,1392924.54828,16.0
Zambia,ZMB,2010,16.7,21.08899221,33.5,23.24379954,1904.0,13088570.0,3098007.3867099998,2280779.7451,401571.12534,89269.25343760001,1014172.5892899999,477743.582824,182847.446368,279969.520435,468945.31083699997,111022.32976099999,95804.1413528,137023.03565499999,139199.815652,222779.90689800002,230260.824338,121415.406916,322798.705652,148976.72205799998,3.3722098543700003,41.996255840399996,48445.172327099994,85919.12698039999,338819.786483,20.7
Zambia,ZMB,2011,17.1,21.14729084,34.4,23.32812212,1907.0,13474959.0,2916626.73725,2178083.1606400004,375045.035782,88345.0790363,1015615.4794399999,482007.6700270001,176879.161117,288174.976386,471881.347884,112671.758655,97958.1278162,139337.44653299998,143840.736086,230488.303925,234719.7068,125224.542985,332605.667931,154726.003525,3.40336635388,1724.78839158,50105.1419459,88355.2494981,346844.604383,21.2
Zambia,ZMB,2012,17.6,21.20557039,35.3,23.40979816,1923.0,13883577.0,2735120.8127200003,2071287.61555,403865.963942,84707.8370269,1024854.35632,475958.77132299996,170312.921642,292928.213842,468042.21001800004,113061.74983599999,98444.492028,139613.95646400002,148103.246831,238787.42507800003,236637.41134299999,129497.69409300001,342401.811499,155246.728305,3.5552238500699995,44.38908933020001,50877.370007699996,89141.371092,348890.906359,21.7
Zambia,ZMB,2013,18.0,21.26378567,36.1,23.49008551,1930.0,14314515.0,2514385.57885,1891404.55169,507173.66129799996,79408.1828068,1024415.03914,466897.43503900006,162484.15001500002,299927.54972199997,467460.146468,113915.388154,99909.66797339999,140608.907122,152321.402184,247586.849552,239549.111193,133765.189065,351454.41983699996,153787.32506,2.68076832456,38.3561704506,52073.8382126,90722.5800754,349477.271275,22.3
Zimbabwe,ZWE,2010,18.1,21.87445027,46.9,24.84726466,2168.0,12571454.0,4609275.51129,1761443.86039,157985.287339,155699.293423,1030004.27814,269878.17314699996,64490.095642199994,329425.397364,469939.94907200005,134113.889729,41359.1556075,116722.90869000001,144356.985897,246261.017921,268890.561202,136641.547316,417066.765544,201945.454728,25.760248400500004,95.6452993252,82959.77399439999,90508.5249732,196240.326054,29.4
Zimbabwe,ZWE,2011,18.4,21.88943614,47.5,24.87132492,2200.0,12754378.0,3980822.20236,1676280.48969,158413.685655,146531.307474,1030949.98855,280197.321026,66837.4985239,330410.440686,465668.758909,133884.14464,39210.0892545,118493.833999,147090.347721,251770.48650300002,270997.88795,140105.633104,428330.30107,202487.896277,24.5886039469,89.8223776549,83069.2535976,91866.8181133,200080.839002,29.9
Zimbabwe,ZWE,2012,18.7,21.91057032,48.2,24.90064265,2197.0,13013678.0,3434021.30661,1613639.8920200001,156412.929358,135310.78864800002,1006706.8962600001,276273.531208,66890.496102,332604.918505,455395.61091000005,132853.523159,37684.8759607,117755.81373699999,149655.309706,257863.734456,272005.75384099997,144090.294626,432224.445378,199997.908825,25.6405097665,93.0167148983,83396.0831292,92773.8636452,199592.18512799998,30.3
Zimbabwe,ZWE,2013,19.1,21.93370333,48.9,24.93163594,2110.0,13327925.0,3078794.08211,1562988.1496299999,152482.68627,129408.04961300001,1000881.7382799999,276899.520793,65538.4864048,337316.87457600003,450369.361892,132678.29081500001,36949.3109618,118046.93602200001,152692.770866,264099.869552,275381.058216,148140.172389,440912.10059399996,200900.950355,7768.71625203,69.2495520759,84483.38955519999,94642.627944,201349.22025399999,30.8
